LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,LOC_TOTAL,bug
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.33,4.5,148.5,0.01,11,0.22,8.25,3,8,2,0,0
8,3,0,0,2,1,1,15.07,9.75,1432.72,0.05,34,0.1,79.6,13,21,8,8,0
0,1,0,0,1,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,3,5,3,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,6.86,3.5,84.0,0.01,8,0.29,4.67,1,7,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
15,9,4,3,5,2,4,38.41,12.48,5980.45,0.16,92,0.08,332.25,41,51,23,19,0
3,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,3,0
5,3,0,0,2,2,1,15.36,3.5,188.21,0.02,15,0.29,10.46,5,10,5,5,0
4,3,0,0,2,2,1,10.88,5.6,341.29,0.02,17,0.18,18.96,8,9,5,4,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
4,3,0,0,2,1,1,11.52,3.75,161.94,0.01,13,0.27,9.0,5,8,4,4,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,12.18,3.0,109.62,0.01,11,0.33,6.09,4,7,4,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
2,1,0,0,1,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
3,1,0,0,1,1,1,12.0,2.5,75.0,0.01,10,0.4,4.17,3,7,3,3,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
2,1,0,0,1,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,2,7,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
4,3,0,0,2,2,1,13.67,6.0,492.27,0.03,21,0.17,27.35,6,15,5,4,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
11,1,2,3,1,1,1,43.68,4.9,1048.86,0.07,48,0.2,58.27,21,27,15,13,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
31,7,2,15,1,1,1,67.41,13.9,13032.61,0.31,160,0.07,724.03,73,87,42,33,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
4,3,0,0,2,1,1,11.52,3.75,161.94,0.01,13,0.27,9.0,5,8,4,4,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
88,13,4,15,7,5,1,240.62,13.87,46307.36,1.11,480,0.07,2572.63,218,262,110,92,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
2,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
4,3,0,0,2,1,1,11.52,3.75,161.94,0.01,13,0.27,9.0,5,8,4,4,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
12,3,0,0,2,1,1,24.53,5.06,626.89,0.04,31,0.2,34.83,13,18,9,12,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
10,7,0,1,4,2,1,16.47,8.44,1172.59,0.05,34,0.12,65.14,15,19,8,10,0
15,5,0,2,3,3,1,35.66,6.3,1415.38,0.07,49,0.16,78.63,21,28,15,15,0
0,1,0,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
4,3,0,0,2,1,1,11.52,3.75,161.94,0.01,13,0.27,9.0,5,8,4,4,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
8,3,0,1,2,1,1,17.45,8.13,1151.94,0.05,34,0.12,64.0,13,21,8,8,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
13,5,1,4,3,2,1,38.17,5.33,1085.65,0.07,45,0.19,60.31,20,25,15,14,0
4,1,0,0,1,1,1,10.24,7.0,501.89,0.02,20,0.14,27.88,7,13,4,4,0
4,3,0,0,2,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,13,22,10,4,0
8,3,0,0,2,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,19,33,12,8,0
54,13,1,8,7,6,6,25.11,40.0,40181.42,0.33,184,0.03,2232.3,80,104,22,55,0
0,1,0,0,1,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,5,11,3,0,0
23,5,0,1,3,2,1,19.78,20.04,7940.87,0.13,80,0.05,441.16,33,47,14,23,0
0,1,0,0,1,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,5,13,3,0,0
19,5,0,3,3,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,20,26,11,19,0
12,3,0,2,2,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,13,18,8,12,0
12,9,0,0,5,3,3,17.46,16.55,4779.2,0.1,63,0.06,265.51,28,35,11,12,0
4,1,0,0,1,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,4,5,3,4,0
13,5,0,0,3,3,1,16.4,7.07,820.29,0.04,29,0.14,45.57,11,18,7,13,0
13,5,0,0,3,3,1,17.24,7.5,969.51,0.04,31,0.13,53.86,12,19,8,13,0
4,3,0,0,2,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,10,11,6,4,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,3,0,0,2,2,1,6.69,7.5,376.42,0.02,14,0.13,20.91,5,9,3,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,3,0,0,2,2,1,9.32,5.0,233.02,0.02,13,0.2,12.95,5,8,4,0,0
6,1,0,0,1,1,1,17.51,5.0,437.85,0.03,23,0.2,24.32,10,13,7,6,0
0,3,0,0,2,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,3,0,0,2,2,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
11,7,0,0,4,2,3,12.35,16.0,3162.47,0.07,45,0.06,175.69,16,29,7,11,0
6,1,0,0,1,1,1,11.81,6.75,538.15,0.03,24,0.15,29.9,9,15,4,6,0
10,3,0,0,2,2,1,13.4,7.0,656.36,0.03,24,0.14,36.46,7,17,5,10,0
3,3,0,0,2,2,1,14.28,4.0,228.44,0.02,15,0.25,12.69,6,9,6,3,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
2,1,0,0,1,1,1,13.5,2.0,54.0,0.01,9,0.5,3.0,4,5,4,2,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,1,5,1,0,0
0,1,0,0,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,1,5,1,0,0
0,1,0,0,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,1,5,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
21,11,0,0,6,1,3,8.36,27.0,6094.62,0.08,61,0.04,338.59,24,37,4,21,0
18,9,0,0,5,1,1,6.16,28.5,5006.4,0.06,49,0.04,278.13,19,30,3,18,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
3,3,0,0,2,1,1,5.07,8.75,388.32,0.01,14,0.11,21.57,5,9,2,3,0
3,3,0,0,2,1,1,5.07,8.75,388.32,0.01,14,0.11,21.57,5,9,2,3,0
1,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,1,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
2,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,2,0
1,1,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,1,0
2,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,2,0
0,1,0,0,1,1,1,9.31,2.5,58.16,0.01,9,0.4,3.23,1,8,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,4,11,3,0,0
7,5,0,0,3,2,1,11.89,13.13,2048.55,0.05,35,0.08,113.81,15,20,8,7,0
5,3,0,0,2,2,1,17.22,4.08,287.09,0.02,19,0.24,15.95,7,12,6,5,0
4,3,0,0,2,2,1,11.18,5.63,353.85,0.02,17,0.18,19.66,5,12,4,4,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
0,1,0,0,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,1,5,1,0,0
0,1,0,0,1,1,1,11.86,3.5,145.3,0.01,12,0.29,8.07,4,8,4,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0
0,1,0,0,1,1,1,7.33,4.5,148.5,0.01,11,0.22,8.25,3,8,2,0,0
8,3,0,0,2,1,1,15.07,9.75,1432.72,0.05,34,0.1,79.6,13,21,8,8,0
3,1,0,0,1,1,1,9.9,3.33,110.0,0.01,11,0.3,6.11,4,7,3,3,0
0,1,0,0,1,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,3,5,3,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,6.86,3.5,84.0,0.01,8,0.29,4.67,1,7,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
0,1,0,0,1,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,3,12,2,0,0
88,39,1,0,1,1,1,40.51,42.24,72273.19,0.57,257,0.02,4015.18,101,156,55,89,0
3,1,0,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,3,6,3,3,0
5,3,0,0,2,2,1,15.36,3.5,188.21,0.02,15,0.29,10.46,5,10,5,5,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
4,3,0,0,2,2,1,10.88,5.6,341.29,0.02,17,0.18,18.96,8,9,5,4,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,4,6,4,0,0
0,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,2,3,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
44,22,0,0,12,7,4,20.62,44.69,41183.85,0.31,158,0.02,2287.99,65,93,24,44,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,12.18,3.0,109.62,0.01,11,0.33,6.09,4,7,4,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,10.0,1.0,10.0,0.0,5,1.0,0.56,2,3,2,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,1,4,1,0,0
0,1,0,0,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,2,4,2,0,0
2,1,0,0,1,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
0,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,0,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
2,1,0,0,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,1,3,1,2,0
3,1,0,0,1,1,1,12.0,2.5,75.0,0.01,10,0.4,4.17,3,7,3,3,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
2,1,0,0,1,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,2,6,2,2,0
